#SGD	alpha 0	alpha 7	alpha 14	alpha 21	alpha 28	alpha 35	alpha 42	alpha 49	alpha 56	alpha 63	alpha 70	alpha 77	alpha 84	alpha 91	alpha 98	alpha 105	alpha 112	alpha 119	Elu 0	Elu 30	Elu 60	Elu 90	Elu 120	Elu 150	Elu 180	Elu 210	Elu 240	Elu 270	Elu 300	Elu 330	Elu 360	Elu 390	cdc15 10	cdc15 30	cdc15 50	cdc15 70	cdc15 90	cdc15 110	cdc15 130	cdc15 150	cdc15 170	cdc15 190	cdc15 210	cdc15 230	cdc15 250	cdc15 270	cdc15 290	spo 0	spo 2	spo 5	spo 7	spo 9	spo 11	spo5 2	spo5 7	spo5 11	spo- early	spo- mid	heat 0	heat 10	heat 20	heat 40	heat 80	heat 160	dtt 15	dtt 30	dtt 60	dtt 120	cold 0	cold 20	cold 40	cold 160	diau 9	diau 11	diau 13	diau 15	diau 17	diau 19	diau 21
S000003945	-0.64	-0.27	0.32	0.58	0.41	0.23		-0.06	-0.25	-0.49	0.08	0.43	0.41	0.14	0.06	0.01	-0.45	-0.49	-0.69	-0.71	-0.17	0.54	0.57	0.44	0.57	0.44	-0.09	-0.2	0.08	-0.29	-0.64	-0.14	0.11	0.67	0.86	0.14	-0.42	-0.69	0.32	0.75	0.73	-0.17	-0.51	-0.76	0.18	-0.06	0.07	-0.04	0.58	0.7	1.53	1.12	1.37	-0.04	0.42	0.21	0.82	0.1	-0.27	-0.62	-0.07	0.04	-0.29	0.07	-0.34	-0.56		-0.38	0.12	0.69	0.38	0.33	-0.09	0.14	0.2	-0.47	-0.49	-0.14	-0.17
S000001807	-0.49	-0.51	-1.22	-1	-0.97	-0.67	-0.38	-0.25	-0.17	0.04	-0.36	-0.42	-0.27	-0.86	-1.15	-0.27	-0.71	-0.03	-0.79	-0.29	-0.25	0.62	0.23	-0.03	-0.29	-0.15	-0.27	0.24	-0.58	0.46	-0.47	-0.23	0.46	0.58	0.04	-0.14	0.04	-0.06	-0.32	-0.18	0.06	0.1	-0.06	0.34	-0.3	-0.79	-0.38	-0.09	0.46	0.82	1.44	1.25	2.2	-0.74	0.16	0.51	-0.1	0.34	-0.47	-1.06	-0.3	0.1	-0.2	-0.27	-0.67	-0.42	-0.97	-0.81	0.07	0.37	0.12	0.45	-0.04	-0.27	0.33	-0.81	-0.69	-0.62	-1.06
S000003113	0.11	-0.38	-0.12	-0.42	-0.03	-0.18	0.42	0.23	0.23	0.01	-0.03	-0.07	0.11	-0.34	-0.04	-0.06		-0.09	0.03	0.06	-0.27	-0.23	-0.14	-0.58	-0.34	-0.49	-0.29	-0.49	-0.1	-0.3	-0.14	-0.64	-0.07	0.01	0.16	-0.17	-0.01	-0.1	-0.25	-0.3	-0.09	-0.2	-0.14	0.42	-0.09	-0.22	-0.04	-0.62	0.43	1.12	1.24	0.99	0.51	-0.54	-0.09	-0.03	0.76	1.07	-0.47	-1.03	-0.56	-0.32	-0.14	-0.22	-0.42	-0.14	-0.29	-0.22	-0.01	0.5	0.14	0.14	-0.07	0.12	0.45		-0.15	0.48	0.91
S000000607	-0.42	-0.2	-0.3	-0.25	-0.62	-0.09	-0.43	0.04	-0.17	-0.22	-0.15	0.03	-0.2	-0.25	-0.79	0.19	-0.14	0.16	0.38	0.06	0.14	0.03	0.07	-0.14	-0.03	-0.45	-0.6	-0.69	-0.15	-0.51	-0.54	-0.17	-0.29	-0.43	-0.47	-0.18	-0.64	-0.56	-0.58	-0.3	-0.07	-1.25	-0.49	-0.3	-0.49	-0.49	-0.56	-0.07	0.86	0.99	1.06	1.32	1.24	0.14	0.08	0.04	0.85	1.24	0.36	-0.97	0.08	-0.67	-0.42	0.48	-0.54	-0.58	-0.25	-0.15	0.14	0.52	0.01	0.43	-0.06	0.23	0.41	-0.04	-0.6	0.4	0.38
S000003459	0.06	-0.36	-0.36	-0.49	-0.06	-0.58	-0.15	-0.51	-0.14	-0.36	-0.09	-0.27	0.03	-0.43	-0.3	-0.62	-0.29	-0.47	-0.51	-0.34	-0.25	-0.1	-0.2	-0.27	-0.29	-0.29	-0.18	-0.25	-0.09	-0.14	-0.09	-0.06	-4.32	0.3	-0.3	-0.42	-0.4	-0.38	0.21	0.33	1.58	-1.03	-0.76	0.38	-0.67	-0.14	-0.49		0.43	0.7	1.37	1.99	2.05	-0.67	0.58	1.33	0.53	0.79	-0.51	-0.18	-0.12	-0.62	-0.25	-0.6	-0.4	-0.64	-0.47	-0.25	-0.43	-0.14	-0.32	-0.2	0.04	-0.23		-0.32	-0.29	0.18	0.2
S000003898	-0.12	-0.3	-0.14	-0.12	-0.01	0.19	0.53	0.3	0.39	-0.18	0.37	-0.01	-0.17	-0.12	0.38	0.46	-0.3	-0.09	-0.67	0.29	-0.01	-0.14	-0.25	-0.09	-0.29	-0.2	0.14	0.12	-0.07	0.24	0.01	-0.34	-0.42	-0.09	-0.2	0.7	-0.23	-0.69	-0.43	0.16	0.69	-0.14	-0.6	0.03	-0.22	-0.06	-0.2	-0.18	0.2	0.71	0.96	1.03	1.24	-0.12	0.12	-0.01	0.5	0.42	-0.2	0.11	-0.09	0.51	0.15	-0.42	-0.38	-0.76	-0.6	-0.38	0.11		-0.04	0.15	-0.03	-0.07	-0.36	-0.58	-0.51	-0.23	-0.29
S000005309	-0.25	-0.36	-0.2	0.01	-0.22	-0.29	-0.23	-0.54	-0.29	-0.14	-0.12	0.01	-0.32	-0.38	-0.25	-0.6	-0.18	-0.38	-0.27	0.07	-0.15	0.07	0.07	-0.38	-0.01	0.3	0.07	0.06	-0.1	-0.03	-0.1	0.11	0.58	0.42	-0.58	0.12	-0.2		0.03	0.15	0.12	-0.14	-0.07	-0.12	0.06	-0.1	0.07	0.46	-0.51	0.55	1.98	1.36	1.73	-1.36	0.64	0.34	-1.09	-0.69	-0.18	-0.4	0.01	-0.3	-0.45	-0.38	0.15	0.21	0.04	0.18	-0.14	0.71	-0.43	0.3	-0.45	-0.71	-0.4	-0.54	-0.67	-0.71	-1.47
S000005047	-0.47	-0.42	-0.51	-0.4	-0.64	-0.38	-0.45	-0.54	-0.49		-0.47	-0.27	-0.4	-0.38	-0.54	-0.25		-0.27	0.23	0.08	-0.07	-0.03	-0.06	-0.34	-0.32	-0.04	-0.23	-0.07	-0.01	-0.17	-0.12	0.1	0.52	0.53	0.2	-0.14	-0.07	0.03	0.15	0.29	0.14	-0.04	-0.2	0.32	0.08	-0.25	-0.2	-0.15	-0.12	0.15	1.18	1.05	1.53	-0.54	0.96	1.08	-0.12	-0.29	-0.56	-0.36	-0.51	-0.25	-0.1	-0.29	-0.47	-0.12	-0.01	-0.14	0.3	-0.04	-0.49	-0.2		0.03	0.23	-0.64	-0.38	0.31	-0.23
S000005882	-0.71	-0.92	-0.76	-0.62	-0.62	-0.67	-0.45	-0.64	-0.56	-0.74	-0.36	-0.62	-0.49	-0.89	-0.27	-0.67	-0.2	-0.34	-0.42	-0.23	-0.22	-0.07	-0.27	-0.22	-0.23	-0.42	-0.29	-0.45	-0.27	-0.43	-0.25	-0.62	-0.22	1.43	0.67	0.38	0.14	0.12	1.74	1.56	0.55	0.12	0.01	-0.29	1.21	0.75	0.63	-0.49	-0.94	-0.38	2.41	3.01	3.1	-0.86	2.45	3.34	-1.69	-1.84	-0.22	-0.74	-0.25	-0.94	0.23	-0.69	0.03	-0.89	-0.58	-0.76	-0.27	-0.89	-0.64	-1.64	0.29	0.36	0.24	-0.62	-0.56	-1.36	-1.15
S000000631	0.01	-0.74	-0.79	-0.3	-0.32	-0.25	0.03		-0.25	-0.38	-0.51	-0.43	-0.12	-0.32	-0.2	-0.4	-0.09	-0.18	0.51	-0.3	-0.29	-0.04	-0.04	-0.22	-0.32	-0.62	-0.45	-0.15	-0.3	-0.62	-0.64	-0.47	0.58	0.34	0.18	-0.34	-0.43	-0.18	-0.03	-0.2	-0.2	0.04	0.36	-0.62	-0.27	-0.36	-0.22	-0.06	-0.17	0.12	1.05	1.33	1.15	-0.58	0.84	0.74	-0.32		-0.47	-1.09	-0.64	-0.79	-0.36	-0.69	0.25	0.21	-0.3	-0.25	-0.34	0.01	-0.27	-0.15	0.08	-0.04	0.52	-0.2	-0.64	-0.29	-0.71
S000004527	0.06	-0.49	-0.09	-0.18	-0.14	-0.29	-0.09	-0.07	-0.18	-0.43	-0.54	-0.34	-0.34	-0.45	-0.42	-0.27	0.16	-0.32	0.08	-0.47	-0.45	-0.49	-0.25	-0.71	-0.6	-0.12	-0.38	-0.69	-0.86	-0.43	-0.43	-0.64	-0.12	-0.29	0.08	0.16	0.01	0.07	0.18	0.07	0.06	-0.06	-0.07	0.39	-0.6	0.31	0.16	-0.42	-0.49	0.23	1.74	1.26	0.77	-0.71	1.18	0.58	-0.67	-0.03	-0.27	-0.45	-0.32	0.41	-0.2	0.06	-0.1	0.33	-0.54	-0.3	-0.15	-0.03	-0.18	-0.79	-0.1	0.03	0.03	-0.36	-0.14	0.23	-0.09
S000000902	0.16	0.01	-0.04	-0.07	0.12	0.21	0.31	0.18	0.12	0.08	-0.03	-0.01	0.19	-0.2		-0.09	0.26	-0.06	0.8	0.24		0.2	0.16	-0.22	0.08	0.1	0.01	0.01	0.24	-0.01	0.14	-0.06	0.1	0.18	0.25	0.29	0.16	0.07	0.24	0.07	0.16	0.32	0.18	-0.04	0.5	0.32	0.39	-0.17	-0.15	-0.12	1.19	1.14	0.62	0.04	1.21	0.63	-0.18	-0.79	-0.17	-0.32	-0.06	-0.34	-0.2	-0.4	0.11	0.39	-0.3	-0.04	-0.09	0.4	0.65	0.28	0.08	-0.25	0.04	-0.2	-0.3	0.26	-0.3
S000001443	0.16	-0.15		-0.07	-0.17	0.23	0.15	0.25	-0.09	-0.14	-0.3	0.08	-0.04	-0.23	-0.22	-0.01	0.28	0.04	0.54	-0.1	-0.09	0.08	0.08	-0.06	0.01	-0.07	-0.23	-0.38	-0.15	-0.3	0.01	-0.45	0.25	0.23	0.2	-0.1	-0.2	-0.2		-0.12	-0.12	-0.14	-0.12	0.29	0.53	0.31	0.33	-0.43	-0.56	0.39	1.68	1.31	1.25	-1.32	1.06	0.79	-0.76	-0.56	0.1	-0.56	0.03	-0.45	-0.56	-0.07	0.23	0.58	-0.2	0.01	0.44	0.14	0.43	0.49	-0.18	0.15	0.4	-0.42	0.16	0.07	0.31
S000000333	-0.27	-0.62	-0.29	-0.36	-0.51	0.03	-0.4	0.15	-0.32	-0.06	-0.34	-0.27	-0.27	-0.22	-0.2	-0.42		-0.27	0.72		-0.12	-0.18	-0.3	-0.22	-0.1	-0.1	-0.14	-0.49	-0.32	-0.4	-0.36	-0.29	-0.04	-0.12	-0.12	-0.3	-0.25	-0.07	-0.1	0.04	-0.25	-0.1	0.03	0.57	0.46	0.37	0.37	-0.14	0.1		0.83	1.29	1.02	0.08	0.62	1.13	-0.09	-0.58	0.12	-0.51	-0.18	-0.42	-0.51	-0.04	-0.15	0.49	0.11	-0.23	0.08	0.43	0.76	0.29	-0.12	0.01	0.56	0.15	-0.22	0.58	0.58
S000002207	-0.34	0.87	0.08	-0.18	-0.4	-0.36	0.18	0.04	-0.32	0.28	-0.71	-0.27	-0.07	-0.36	-0.51	-0.58	-0.62	-0.14	-0.89	0.18	-0.2	-0.07	-0.1	-0.23	-0.25	-0.32	-0.17	-0.12	-0.12	-0.25	-0.67	-0.76	0.6	0.53	0.14	-0.4	-0.64	-0.34	-0.38	-0.25	-0.67	-0.23	-0.45	-0.6	-0.6	-0.69	-0.62	-0.42	-0.07	0.04	2.03	2.38	2.19	-0.79	1.77	1.94	-0.51	-1.6	0.18	-0.04	0.14	-0.38	-0.36	0.4	-0.51	-0.27	-0.92	-0.56	0.16	1.14	0.8	0.31	-0.22	-0.18	-0.06	-0.18	0.06	0.2	0.42
S000001853	0.19	0.11	-0.07	0.44	0.37	0.37	0.21	0.21	0.64	0.25	0.5	0.45	0.4	0.2	0.16	0.31	-0.06	0.36	-0.58	-0.09	0.04	-0.14	-0.34	-0.14	-0.04	0.12	0.28	0.29	0.15	0.14	0.23	0.31	-0.14	-0.22	-0.12	0.11	0.19	0.43	0.36	0.33	0.21	0.04	0.2	0.82	0.06	-0.04	0.06	0.12	-0.64	0.7	1.97	1.12	2.24	-1.51	1.54	1.37	-0.64	0.7	-0.3	-0.03	-0.3	-0.17	-0.29	-0.84	0.06	-0.4	0.12	-0.04	-0.4	0.7	0.28	0.6	0.32	0.32	0.65	-0.07	-0.3	0.32	0.32
S000000784	0.49	0.26	0.2	0.08	-0.27	-0.07	-0.32	-0.4	0.03	0.11	0.28	0.01	-0.07	-0.47	-0.2	0.11	-0.47	-0.15	-0.32	0.11	0.23	0.04	0.14	0.06	0.24	0.39	0.52	0.57	0.44	0.48	0.6	0.68	0.38	0.43	0.5	0.15	0.06	0.03	0.42	0.39	0.33	0.06	0.2	0.37	0.7	0.57	0.62	0.1	-0.36	-0.07	1.45	1.64	1.37	-0.86	1.61	1.56	-0.58	0.48	0.01	-0.14	-0.07	0.24	-0.01	-0.92	-0.04	-0.54	0.43	0.33	0.1	0.88	-0.49	-0.64	-0.4	0.1	0.62	-0.07	-0.51	0.65	-0.29
S000028508	-0.38	0.1	-0.2	-0.1	-0.51	0.19	-0.38	0.18	-0.14	0.12	-0.04	-0.18	-0.18	-0.18	-0.27	0.14	0.08	-0.07	0.16	-0.03	-0.29	-0.14	0.2	0.21	0.43	0.08	-0.03	0.12	0.28	-0.2	-0.07	-0.17	-0.2	-0.07	-0.04	0.34	-0.69	-0.22	-0.22	-0.14	-0.69	0.1	-0.18	0.91	-0.34	-0.47	-0.49		0.07	-0.22	0.88	1.03	0.77		1.02	1.26	0.03	0.14	-0.43	-0.36	-0.51	-0.67	-0.51	-0.2	0.08	-0.22	-0.49	-0.1	-0.1	0.01	-0.56	-0.23	0.07	0.33	0.36	-0.14	-0.23	-0.14	-0.32
S000003944	-0.86	-0.25	-0.49	0.33	0.2	-0.12	-0.22	-0.18	-0.17	-0.23	-0.07	-0.07	0.11	-0.4	-0.2	0.5	-0.51	-0.23	-0.54	-0.34	0.33	0.28	0.01	0.43	0.43	0.33	0.15	0.32	-0.25	0.21	-0.71	0.01	-1.12	-0.1	0.1	0.14	-0.14	-0.74	-0.4	-0.42	-0.03	-0.22	-0.76	0.18	-0.51	-0.6	-0.76	-0.04	-0.03	0.44		1.28	2	-0.32	1.37		0.77	0.24	-0.03	-0.74	-0.17	0.66	0.4	-0.15	-0.86	-0.12	-0.32	-0.58	0.18	-0.03	0.07	0.44	0.12	-0.09	-0.22	-0.4	-0.45	-1.09	-1
S000000274	-1.22	-0.64	0.1	0.36	0.11	-0.18	-0.38	0.53	-1.15	-0.12	-0.49	0.19	0.21	-0.09	-0.67	-0.15	-0.74	-0.34	-1.25	-0.69	0.03	-0.64	0.06	0.1	-0.17	0.14	-0.22	-0.42	0.1	-0.47	-0.43	-0.04	0.31	0.49	0.58	-0.25	-1.43	-1.56	-0.04	0.58	-0.03	-0.43	-0.92	0.16	-0.22	-0.17	-0.43	0.03		0.06	1.24	1.2	2.08	0.48	0.59	0.38	2.47	1.6	-0.56	-0.1	0.01	-0.54	-0.25	-0.32	0.26	-0.06	0.08	-0.12	-0.47	0.03	-1.09	-1.15	-0.07	0.21	0.38	0.18	-0.42	-0.27	-0.62
S000001165	-0.62	-0.17	-0.51	-0.1	-0.3	-0.25	-0.45	-0.84	-0.58	-0.2	-0.27	-0.36	0.04	-0.36	-0.43	-0.51	-0.76	-0.71	-1.25	-0.09	0.03	-0.67	-0.2	-0.2	-0.12	0.14	-0.1	0.06	0.12	-0.09	-0.2	0.01	-0.62	0.04	0.04	-0.17	-0.69	-0.6	-0.09	0.19	-0.09	-0.62	-0.67	-0.58	-0.67	-0.71	-0.6	-0.14	-0.23	0.55	1.84	0.93	1.5	-1.25	0.38	-0.2	0.55	1.01	-0.07	0.52	0.28	-0.14	0.1	-0.42	0.28	-0.32	0.14	-0.29	-0.43	-0.6	-1.06	-1.03		-0.12	0.77	0.11	-0.23	0.03	-0.71
S000000909	-0.22	1.1	-0.18	0.41	-0.58	0.11	-0.17	-0.3	-0.2	-0.36	-0.1	-0.45	0.7	-0.58	0.81	0.08	-0.09	-0.32	-0.34	-0.42	-0.2	-0.62	0.01	0.23	-0.38	0.16	-0.04	0.04	0.12	-0.07	0.18	-0.09	0.3	0.31	0.2	-0.84	0.18	0.18	0.3		-0.06		0.16	-0.81	0.19	-0.1	0.14	-0.32	0.32	0.8	1.64	0.98	0.88	-0.43	0.4	-0.49	0.51	1.05	-0.34	-0.84	-0.14	-0.4	-0.54	1.42	0.01	-0.23	-0.27	-0.64	0.01	0.07	0.32	0.34	-0.38	-0.17	0.2		-0.6	0.1	-0.81
S000000319	-0.14	-0.58	0.03	-0.2	0.1	-0.25	-0.1	-0.15	-0.1	-0.42	0.03	0.34	0.08	0.23	0.4	0.2	0.43	-0.03	-0.81	-0.36	-0.34	0.07	-0.15	-0.15	-0.45	-0.29	0.08	0.04	-0.62	-0.17	-0.17	-0.36		0.19	-0.09	-0.18	-0.51	0.21	-0.07	0.58	-0.51	-0.89	-0.58	0.03	-1.15	-0.2	-1	0.07	0.8	0.49	0.89	1.14	1.54	0.24	0.33	0.44	0.69	0.18	-0.1	-0.34	-0.49	-0.03	0.24	0.36	-0.51	-0.86	-0.49	-0.51	-0.49	-0.43	-0.43	-0.18	0.18	0.38	-0.45	-0.81	-1.06	-0.97	-0.76
S000001251	0.39	-0.03	0.16	-0.18	-0.09	-0.23	0.32	-0.04	0.19	-0.04	-0.06	-0.01	-0.03	-0.71	0.2	0.07	-0.3	-0.04	-1.32	-0.47	-0.27	-0.4	0.21	0.11	-0.22	0.19		0.32	-0.01	-0.22	-0.04	0.19	-1.51	0.25	-0.34	-0.49	-1.15	-0.51	-0.49	0.96	0.75	-1.36	-0.67	0.43	-0.6	-0.06	-1.12	-0.04	3.96	3.16	3.13	2.45	2.76	1.15	-0.79	-0.94	0.44	-0.51	-0.36	-1.09	-1.15	-0.64	-0.49	-0.92	-0.29	-0.34	-0.79	-1.22	-0.23	-0.32	-0.29	-0.22	0.2	0.19	0.11	-0.71	-0.32	-1	-2.12
S000003269	0.18	0.48	0.32	0.55	0.21	0.39	0.11	-0.12	0.29	0.33	0.25	0.04	0.25	-0.12	0.18	0.15	-0.09		-0.36	1.27	-0.17	0.12	-0.1	0.52	0.4	0.77	0.42	0.6	0.58	0.48	0.54	0.64	-0.09	0.01	0.12	0.18	-0.22	-0.43	-0.64	-0.36	-0.25	-0.09	0.03	0.01		0.08	0.45	-0.04	0.21	0.74	1.68	1.44	1.54	-0.47	1.01	0.4	0.24	0.29	-0.03	-0.32	-0.58	-0.62	-0.45	-0.4	0.93	0.69	1.17	1.08	-0.23	0.16	-0.62	-0.25	0.16	0.01	0.01	-0.29	-0.32	-0.25	-1.32
S000000829	-0.17	-0.15	0.36	0.19	0.4	0.16	-0.23	0.18	0.29	0.03	0.58	0.21	0.19	0.07	0.18	0.28	-0.2	-0.29	0.14	-0.42		0.16	0.08	0.04	0.11	0.39	-0.18	-0.01		-0.03	-0.22	-0.01	-0.06	-0.32	-0.1	0.4	-0.34	-0.34		0.16	0.07	0.11	-0.1	-0.14	0.41	0.1	0.19	0.32	-0.06	0.48	1.18	1.09	1.23	-0.86	0.77	0.55	0.49	1.08	0.18	0.1	0.21	0.01	-0.36	-0.1	0.76	0.12	0.8	0.52	0.18	0.33	0.45	0.77	0.32	0.08	0.46	0.06	0.2	-0.15	-0.17
S000001587	1.53	1.14	1.1	0.45	0.15	-0.27	0.03	0.14	0.2	0.39	0.21	0.48	0.03	-0.36	-0.27	-0.03	0.4	0.19	-1	-0.6	-0.47	-0.42	-0.17	0.11	0.07	-0.03	-0.07	0.3	0.32	0.31	0.18	0.18	0.5	0.2	0.07	-0.25	-0.01	0.32	0.49	0.34		-0.38	-0.1	-0.58	0.49	0.51	0.39	-0.29	0.88	2.07	3.07	3	3.39	-0.79	1.3	0.86	1.42	2.15	-0.1	0.18	0.15	-0.1	0.19	-0.1	0.61	0.4	1.53	1.9	-0.23	-0.14	-0.32	0.34	0.19	0.21	0.28	-0.58	-0.56	-0.67	-0.18
S000002603	-0.36	-0.27	-0.03	-0.1	-0.12	-0.15	-0.25	-0.18	0.37	-0.14	0.36	-0.2	0.03	-0.01	0.01	0.1	-0.23	-0.23	-0.25	-0.29	-0.22	0.07		-0.07	-0.04	-0.32	-0.25	-0.15	-0.36	-0.12	-0.12	-0.27	0.4	0.46	0.16	-0.32	-0.34	-0.14	-0.18	-0.32	-0.04	-0.04	-0.18	0.58	0.03	-0.25	-0.04	-0.14	-0.04	0.11	0.67	0.84	1.1	-0.56	0.37	0.69	0.23	0.54	-0.22	-0.58	-0.49	-0.69	-0.38		-0.25	-0.06	-0.36	-0.32	-0.36	0.16	1.74	0.25	0.07	-0.15	-0.12	-0.47	-1.12	0.16	-0.47
S000006125	0.01	-0.18	-0.71	-0.56	-0.54	-0.71	-0.2		-0.32	-0.27	-0.32	-0.18	-0.14	-0.6	-0.62	-0.29	-0.58	-0.34	0.24	-0.4	-0.22	0.28	0.23	-0.03	0.49	0.4	0.26	0.15	-0.42	0.24	-0.03	0.36	0.91	0.61	0.12	0.38	0.11	0.19	0.39	0.11	0.14	0.03	-0.01	0.46	0.39	0.16	0.25	-0.17	-0.32	0.53	1.53	1.04	1.5	-0.94	0.95	0.82	-0.42	0.21	-0.34	0.06	0.2	0.23	-0.38	-0.42	0.15	-0.36	-0.29	-0.76	0.26	0.41	1.51	1.02	0.01	-0.07	-0.38	-0.29	-0.45	-0.6	-1.12
S000002923	-0.01	2.53	-0.12	0.03		-0.04	0.16	0.1	-0.03	-0.12	-0.29	-0.18	-0.1	-0.45	-0.45	-0.3	-0.25	0.15	-1	-0.64	-0.42	-0.51	-0.47	-0.58	-0.6	-0.47	-0.2	-0.3	-0.17	0.01	-0.14	-0.54	-0.47	-0.58	-0.32	-0.34	-0.64	-0.49	-0.6	0.16	-0.51	-0.71	-0.25	0.82	-0.29	-0.2	-0.22	-0.18	0.1	1.27	1.44	1.2	0.42	-1.4	-0.01	-0.97	0.16	1.02	-0.25	-0.34	0.23	-0.03	-0.04	-0.27	-0.32	0.21	-0.17	-0.3	-0.25	0.5	-0.14	0.04	-0.25	-0.03	-0.04	-0.29	-0.17	0.49	0.55
S000004676	0.11		-0.17	-0.14	-0.36	0.39	0.1	0.26	0.14	-0.4	0.07	-0.43	-0.07	-0.25	0.03		-0.09	-0.25	0.85	-0.22	0.19	0.36	0.08	-0.09	0.08	0.12	0.07	-0.18	-0.09	-0.18	-0.09	-0.18	-0.62	-0.3	-0.58	-4.06	-0.71	0.29	-0.38	-0.14	-0.32	-0.43	-0.47	0.08	-0.69	0.32	-0.36	-0.18	-0.1	0.8		1.58	1.61	-0.71	1.15	0.79	0.21	0.01	-0.12	-0.29	-0.25	-1.06	-0.6	-0.27	0.4	0.06	0.2	0.26	-0.09	0.44	-0.18	-0.56	-0.09	-0.3	-0.2	-0.22	-0.3	0.25	-0.45
S000005306	-0.58	-0.69	-0.71	-0.14	0.06	0.16	0.37		-0.3	-0.12	-0.3	-0.34	-0.22	-0.47	0.04	0.01	0.41	0.2	-0.07	-0.6	-0.32	-0.51		-0.18	-0.2	0.07	0.07	-0.1	-0.47	0.04	0.3	-0.51	-0.04	-0.12	-0.07	-0.62	-0.6	-0.32	0.28	0.75	-0.36	-1.22	-0.56		-0.56	-0.07	-0.36	-0.18	-0.03	0.21	0.45	0.41	0.06	-0.51	0.08	-0.2	0.45	0.21	-0.14	-0.23	-0.25	0.32	0.2	0.15	-0.47	-0.69	-0.07	-0.06	-0.23	0.26	-0.4	-0.45	0.06	0.07	0.21	-0.36	0.11	0.04	0.57
S000005543	-0.84	-0.3	-0.15	-0.01	0.06	0.37	-0.17	-0.22	-0.54	-0.2	-0.27	-0.01	-0.17	-0.25	-0.01	-0.14	-0.12	0.06	-0.47	-0.74	-0.47	-0.6	-0.36	-0.07	-0.2	-0.18	-0.07	-0.38	-0.64	-0.01	-0.67	-0.58	-0.34	0.03	-0.27	-0.79	-1	-0.62	0.12	1.1	-0.2	-1.22	0.06	0.38	-1.47	-0.3	-0.69	-0.6	0.34	0.36	0.53	0.6	0.33	-0.58	-0.2	-0.36	0.93	0.34	-0.6	-0.25	-0.4	-0.07	-0.03	-0.18	-0.36	-0.1	-0.34	-0.51	-0.51	-0.06	-0.07	0.15	-0.27	0.08	0.15	-0.4	-0.03	0.34	0.38
S000000028	-0.01	-0.2	0.15	0.07	0.24	0.23		0.49	0.1	-0.07	0.08	0.44	-0.09	-0.12	0.23	0.44	0.11	0.21	0.64	-0.2		0.16	0.15	-0.32	-0.14	-0.14	-0.17	-0.43	-0.06	-0.2	-0.38	-0.14	-0.04	0.28	0.08	-0.45	-0.6		-0.1	0.67	-0.74		-0.4	0.16	-0.49	-0.18	-0.94	0.16	0.42	0.54	0.48	0.42	0.36	0.1	0.21	-0.42	0.34	0.86		0.01	-0.01	-0.23	-0.12	0.2	-0.04	-0.45	0.04	-0.1	0.1	-0.2	-0.36	-0.07	-0.01	0.31	0.06	-0.14	-0.32	0.71	0.44
S000000152	-0.3	-0.64	-0.1	-0.15	-0.1	0.04	0.08	0.38	-0.1	0.07	-0.09	-0.22	-0.14	-0.07	0.33	-0.01	0.18	0.15	0.1	-0.58	-0.54	-0.42	-0.47	-0.69	-0.47	-0.22	-0.2	-0.27	-0.71	0.23	-0.07	-0.12	-0.04	0.03	-0.62	-0.36	-0.86	0.06	0.03	0.96	-0.17	-1.12	-0.18	0.21	-0.74	-0.64	-0.74	-0.07	0.12	0.44	0.58	0.29	-0.04	-0.18	0.1	-0.18	0.28	0.77	-0.06	-0.04	0.12	-0.62	-0.36	-0.3	0.24	-0.32	0.06	-0.22	0.25	0.08	0.24	0.03	0.01	0.41	0.55	0.11	0.12	0.56	0.12
S000005675	0.11	0.06	0.57	0.43	0.21	0.37	0.28	0.16	0.11	-0.42	-0.2	-0.14	0.3	-0.27		-0.12	0.23	-0.2	0.19	0.1	-0.06	0.14	-0.06	0.12	0.08	-0.27	-0.47	-0.23	0.01	-0.45	-0.36	-0.1	-0.34	-0.47	0.03	-0.17	-0.17	-0.1	-0.42	-0.07	-0.12	-0.6	-0.69	-1.06	-0.67	-0.69	-0.54	-0.2	0.38	0.31	0.19	0.25	0.24	-0.4	-0.17	-0.84	1.12	1.4	0.01	-0.76	-0.07	-0.2	-0.09	0.58	-0.36	-0.56		-0.03	0.28	0.16	-0.12	-0.74	0.23	0.42	0.96	0.36	0.12	0.37	0.56
S000003245	-0.03	0.07	0.2	0.07	-0.12	0.1	-0.15	0.07	0.06	0.03	-0.09	-0.04	-0.01	-0.3	-0.36	-0.18		-0.14	0.33	-0.2	0.36	0.29	0.08	0.07	-0.01	-0.01	-0.22	-0.14	0.1	-0.43	-0.36	-0.09	-0.62	0.25	0.11	0.12	-0.09	0.12	-0.09	-0.06	0.45	0.04	0.03	0.75	0.21	-0.27	-0.07	0.06	0.18	0.65	0.71	0.19	0.04	-0.97	-0.01	-1.18	0.51	0.8	-0.2		0.41	-0.18	-0.36	-0.01	-0.81	-0.2	-0.22	0.06	-0.56	0.28	-0.4	0.43	-0.15		0.21	-0.14	-0.38	0.65	-0.12
